OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-32836,2025-029T,2026-08-27T01:55:07.281696,15.34397289,.00012049,53.1587,156.1506,93.0873,267.0268,0,U,62965,999,8747,.92045824E-3,.30848E-3,0
STARLINK-32888,2025-029U,2026-08-27T00:31:55.109568,15.34419409,.00019427,53.1598,160.0600,136.0533,224.0625,0,U,62966,999,8741,.98825347E-3,.33182E-3,0
STARLINK-32897,2025-029V,2026-08-27T00:22:01.465536,15.34399455,.00012071,53.1585,157.8756,107.9757,252.1377,0,U,62967,999,8744,.10473596E-2,.35176E-3,0
STARLINK-32863,2025-029W,2026-08-26T18:22:03.878688,15.31719617,.00029034,53.1578,161.2893,84.4890,275.6442,0,U,62968,999,8651,.11450077E-2,.35358E-3,0
STARLINK-32894,2025-029X,2026-08-27T01:32:23.234784,15.34399861,.00009234,53.1584,159.5945,86.2169,273.8939,0,U,62969,999,8742,.67934183E-3,.22646E-3,0
STARLINK-32826,2025-029Y,2026-08-27T01:41:28.455936,15.34409491,.00014814,53.1587,159.6350,152.6969,207.4111,0,U,62970,999,8742,.9477235E-3,.3179E-3,0
HULIANWANG DIGUI-11,2025-030A,2026-08-27T04:54:58.599360,13.29325978,.00004861,50.0029,341.0994,26.4598,333.6299,0,U,62971,999,7530,.55958874E-4,-.98E-6,0
HULIANWANG DIGUI-12,2025-030B,2026-08-27T05:07:03.188640,13.29323641,.0000454,50.0045,341.2098,24.7071,335.3823,0,U,62972,999,7530,.34586396E-4,-.108E-5,0
HULIANWANG DIGUI-13,2025-030C,2026-08-27T04:42:46.371456,13.29325440,.0000283,50.0048,341.1387,16.6265,343.4617,0,U,62973,999,7530,.4471123E-4,-.103E-5,0
HULIANWANG DIGUI-14,2025-030D,2026-08-27T05:55:00.268896,13.29325970,.00002637,50.0054,340.7635,26.7514,333.3371,0,U,62974,999,7531,.6040701E-4,-.96E-6,0
HULIANWANG DIGUI-15,2025-030E,2026-08-27T06:19:01.940160,13.29325844,.00003572,50.0049,340.8289,29.9635,330.1257,0,U,62975,999,7531,.65596366E-4,-.94E-6,0
HULIANWANG DIGUI-16,2025-030F,2026-08-27T05:43:04.025856,13.29326937,.00002669,50.0071,340.7957,19.1287,340.9595,0,U,62976,999,7531,.5316287E-4,-.99E-6,0
HULIANWANG DIGUI-17,2025-030G,2026-08-27T05:30:53.433504,13.29327224,.0000393,50.0084,340.8074,12.5648,347.5234,0,U,62977,999,7531,.46187019E-4,-.103E-5,0
HULIANWANG DIGUI-18,2025-030H,2026-08-27T05:18:55.039104,13.29324640,.00004249,50.0088,340.7802,8.7769,351.3111,0,U,62978,999,7531,.43938822E-4,-.104E-5,0
HULIANWANG DIGUI-19,2025-030J,2026-08-27T06:07:26.739840,13.29320268,.00003465,50.0072,340.8918,1.7674,358.3199,0,U,62979,999,7531,.42508795E-4,-.104E-5,0
STARLINK-11543 [DTC],2025-031A,2026-08-26T13:37:02.239392,15.70978744,.0002556,42.9996,57.1478,257.5786,102.4795,0,U,62981,999,8946,.19521E-2,.259532E-2,0
STARLINK-11458 [DTC],2025-031B,2026-08-26T20:06:13.290048,15.70868929,.00017109,43.0002,55.7419,279.4524,80.6150,0,U,62982,999,8950,.15909821E-2,.20917E-2,0
STARLINK-11417 [DTC],2025-031C,2026-08-26T20:59:44.439360,15.70850027,.00018144,42.9994,56.0424,268.8295,91.2365,0,U,62983,999,8950,.12307587E-2,.160632E-2,0
STARLINK-11544 [DTC],2025-031D,2026-08-26T19:58:35.026176,15.71046162,.000208,42.9995,55.6991,315.6790,44.3911,0,U,62984,999,8947,.14027334E-2,.185211E-2,0
STARLINK-11582 [DTC],2025-031E,2026-08-26T20:21:27.817632,15.70961010,.00029462,43.0009,55.8237,273.4120,86.6410,0,U,62985,999,8950,.1134377E-2,.148506E-2,0
STARLINK-11571 [DTC],2025-031F,2026-08-26T21:07:11.930016,15.70861878,.00019505,43.0000,55.1872,272.1913,87.8731,0,U,62986,999,8951,.16090818E-2,.211555E-2,0
STARLINK-11539 [DTC],2025-031G,2026-08-26T12:36:03.713472,15.71024520,.00026653,42.9990,57.6982,267.2350,92.8213,0,U,62987,999,8945,.19782018E-2,.263645E-2,0
STARLINK-11542 [DTC],2025-031H,2026-08-27T00:00:02.000160,15.70793450,.00017296,43.0002,54.6133,276.7393,342.7843,0,U,62988,999,603,.80386354E-3,.103792E-2,0
STARLINK-11573 [DTC],2025-031J,2026-08-26T20:36:48.136608,15.70846557,.00019474,43.0002,55.9094,280.6692,79.3957,0,U,62989,999,8947,.1081988E-2,.140802E-2,0
STARLINK-11572 [DTC],2025-031K,2026-08-26T12:22:04.963872,15.70955947,.00024273,43.0000,57.6200,261.2018,98.8575,0,U,62990,999,8945,.16645705E-2,.219963E-2,0
STARLINK-11583 [DTC],2025-031L,2026-08-26T13:06:38.551392,15.70968423,.00015719,42.9991,57.8679,241.9547,118.1162,0,U,62991,999,8946,.15433326E-2,.203604E-2,0
STARLINK-11570 [DTC],2025-031M,2026-08-26T13:14:17.377728,15.70833152,.00047392,43.0034,57.9109,281.0125,79.0209,0,U,62992,999,8944,.15472996E-2,.203032E-2,0
STARLINK-11576 [DTC],2025-031N,2026-08-26T20:29:09.223872,15.70866992,.0003199,42.9995,55.8650,295.2765,64.7771,0,U,62993,999,8949,.11429238E-2,.149053E-2,0
STARLINK-32899,2025-031P,2026-08-25T09:43:50.541312,15.27577925,.00013927,43.0012,270.9060,268.7650,91.3042,0,U,62994,999,8689,.32021637E-3,.8559E-4,0
STARLINK-32819,2025-031Q,2026-08-26T08:28:04.359072,15.27582562,.00011776,42.9996,265.1122,257.1858,102.8862,0,U,62995,999,8704,.72418034E-3,.19721E-3,0
STARLINK-32703,2025-031R,2026-08-25T09:36:26.469504,15.27579817,.00014028,42.9997,270.8681,270.1377,89.9314,0,U,62996,999,8689,.62004396E-3,.16839E-3,0
STARLINK-32881,2025-031S,2026-08-26T11:21:37.208448,15.27604472,.00006322,42.9960,264.2985,264.0068,96.0712,0,U,62997,999,8706,.74058562E-3,.20188E-3,0
STARLINK-32898,2025-031T,2026-08-26T08:59:32.010720,15.27588006,.00017198,42.9996,265.2782,277.6893,82.3763,0,U,62998,999,8704,.36989498E-3,.9933E-4,0
STARLINK-32658,2025-031U,2026-08-26T08:18:49.768704,15.27591724,.00014335,43.0008,265.0653,262.0507,98.0182,0,U,62999,999,8704,.75617142E-3,.20612E-3,0
STARLINK-32673,2025-031V,2026-08-26T11:53:02.910912,15.27598999,.00009436,42.9989,264.4617,272.5947,87.4797,0,U,63000,999,8706,.70163722E-3,.19107E-3,0
STARLINK-32437,2025-031W,2026-08-25T03:32:46.152096,15.27572738,.000149,43.0021,272.4113,264.6557,95.4125,0,U,63001,999,8685,.7569343E-3,.20621E-3,0
FOSSASAT-2E20 (TAT-O),2025-009DN,2026-08-27T03:46:07.528512,15.31354250,.0004431,97.3128,313.9968,87.6948,272.4801,0,U,63003,999,14736,.46424852E-3,.13997E-3,0
STARLINK-11448 [DTC],2025-032A,2026-08-26T17:57:04.023072,15.70997872,.00006882,42.9993,249.9229,335.6205,24.4630,0,U,63005,999,8897,.11517387E-2,.151049E-2,0
STARLINK-11553 [DTC],2025-032B,2026-08-27T07:25:58.738368,15.70868144,.00025439,43.0021,247.2840,257.1890,102.8694,0,U,63006,999,8904,.13331286E-2,.174463E-2,0
STARLINK-11526 [DTC],2025-032C,2026-08-26T17:49:25.240800,15.70946908,.00004742,42.9989,249.8795,358.8113,1.2753,0,U,63007,999,8896,.18407903E-2,.243912E-2,0
STARLINK-11405 [DTC],2025-032D,2026-08-27T06:00:00.999648,15.70876280,.00013895,42.9996,247.5079,264.6703,172.3309,0,U,63008,999,599,-.74165385E-3,-.9468E-3,0
STARLINK-11586 [DTC],2025-032E,2026-08-26T07:54:21.558816,15.70966030,.00009899,42.9990,252.8155,194.6083,165.4757,0,U,63009,999,8889,.10975084E-2,.143593E-2,0
STARLINK-11574 [DTC],2025-032F,2026-08-27T00:56:48.448032,15.70861062,.00012686,42.9978,248.6830,222.5012,137.5758,0,U,63010,999,8900,.11187632E-2,.145776E-2,0
STARLINK-11580 [DTC],2025-032G,2026-08-26T18:12:20.394432,15.70894806,.00028905,42.9993,250.0043,264.5691,95.4847,0,U,63011,999,8881,.1079882E-2,.140826E-2,0
STARLINK-11449 [DTC],2025-032H,2026-08-27T02:05:25.431360,15.70675511,.00020954,42.9985,248.1697,197.0698,163.0100,0,U,63012,999,8901,.23103097E-2,.305028E-2,0
STARLINK-11577 [DTC],2025-032J,2026-08-26T11:05:08.000160,15.70783724,.00023985,43.0044,252.0954,298.7426,61.3200,0,U,63013,999,8891,.81776456E-3,.10558E-2,0
STARLINK-11578 [DTC],2025-032K,2026-08-26T17:34:18.512544,15.71048419,.00018624,42.9991,250.6860,300.9880,59.0805,0,U,63014,999,8890,.11292117E-2,.148357E-2,0
STARLINK-11541 [DTC],2025-032L,2026-08-27T01:42:28.489248,15.70608504,.00010516,42.9986,248.0417,242.8999,117.1761,0,U,63015,999,8902,.37020045E-2,.499434E-2,0
STARLINK-11545 [DTC],2025-032M,2026-08-27T01:57:47.294496,15.70852950,.00014671,42.9957,248.1262,169.4629,190.6270,0,U,63016,999,8902,.11205434E-2,.145964E-2,0
STARLINK-11400 [DTC],2025-032N,2026-08-27T07:10:41.754432,15.70842392,.00010337,42.9995,247.1926,247.7561,112.3197,0,U,63017,999,8904,.16113924E-2,.211687E-2,0
STARLINK-32870,2025-032P,2026-08-26T23:38:46.446720,15.27595214,.00026088,43.0063,94.3848,265.3659,94.6895,0,U,63018,999,8666,.63969766E-3,.17391E-3,0
STARLINK-32872,2025-032Q,2026-08-25T23:03:44.120448,15.27582927,.00010328,42.9998,100.4586,259.1447,100.9289,0,U,63019,999,8650,.75613281E-3,.20605E-3,0
STARLINK-32677,2025-032R,2026-08-26T23:44:19.866912,15.27593894,.0001792,43.0040,94.4151,274.9408,85.1239,0,U,63020,999,8665,.6178666E-3,.16786E-3,0
STARLINK-32929,2025-032S,2026-08-26T23:49:52.841280,15.27581177,.00021439,43.0039,94.4429,261.2195,98.8414,0,U,63021,999,8666,.61533662E-3,.1671E-3,0
STARLINK-32944,2025-032T,2026-08-26T22:41:38.238144,15.27592544,.0000983,42.9968,94.9516,336.8312,23.2495,0,U,63022,999,8665,.62021E-3,.1685E-3,0
STARLINK-32943,2025-032U,2026-08-26T23:12:52.251552,15.27592308,.0001369,43.0022,94.2536,282.2425,77.8274,0,U,63023,999,8666,.54260635E-3,.14705E-3,0
STARLINK-32803,2025-032V,2026-08-26T15:16:32.294496,15.27593699,.00006584,42.9973,96.0622,249.8627,110.2154,0,U,63024,999,8645,.73452109E-3,.20014E-3,0
STARLINK-32926,2025-032W,2026-08-26T22:58:03.956736,15.27592714,.0001293,43.0005,94.1614,272.3767,87.6936,0,U,63025,999,8666,.5475E-3,.1484E-3,0
GLOBAL-31,2025-033B,2026-08-26T19:31:21.698976,15.39219759,.00143129,58.9989,30.6961,77.0017,283.2656,0,U,63027,999,8519,.32585189E-3,.12515E-3,0
STARLINK-32798,2025-034A,2026-08-27T03:47:25.465632,15.34406028,.00010737,53.1572,197.1649,112.0634,248.0483,0,U,63029,999,8503,.69456442E-3,.23168E-3,0
STARLINK-32779,2025-034B,2026-08-27T03:50:27.360096,15.34396465,.00011528,53.1573,197.1771,92.3769,267.7366,0,U,63030,999,8503,.1108986E-2,.37275E-3,0
STARLINK-32716,2025-034C,2026-08-27T02:46:01.637472,15.34402638,.00011718,53.1589,183.4043,67.9180,292.1947,0,U,63031,999,8522,.10557963E-2,.35467E-3,0
STARLINK-32776,2025-034D,2026-08-27T03:19:21.074304,15.34406973,.0001272,53.1593,183.5445,89.9493,270.1656,0,U,63032,999,8522,.77915149E-3,.26046E-3,0
STARLINK-32772,2025-034E,2026-08-27T03:08:13.267104,15.31714748,.00025543,53.1578,185.6304,151.4397,208.6745,0,U,63033,999,8519,.72684877E-3,.22268E-3,0
STARLINK-32830,2025-034F,2026-08-27T02:07:43.793184,15.31716584,.00016494,53.1570,185.3650,117.3628,242.7541,0,U,63034,999,8519,.38447597E-3,.1159E-3,0
STARLINK-32801,2025-034G,2026-08-27T01:24:20.219040,15.34410356,.00031542,53.1586,183.7605,156.9883,203.1262,0,U,63035,999,8520,.47807919E-3,.15817E-3,0
STARLINK-32818,2025-034H,2026-08-27T03:22:17.012352,15.31706615,.00010403,53.1586,186.3946,81.2994,278.8126,0,U,63036,999,8518,.96244594E-3,.29626E-3,0
STARLINK-32810,2025-034J,2026-08-27T03:46:37.342560,15.34398615,.00012551,53.1581,183.6663,96.2345,263.8800,0,U,63037,999,8522,.76386575E-3,.25519E-3,0
STARLINK-32812,2025-034K,2026-08-27T03:15:33.669504,15.31716995,.0001485,53.1587,186.3593,113.2019,246.9139,0,U,63038,999,8518,.56547138E-3,.17232E-3,0
STARLINK-32811,2025-034L,2026-08-27T04:04:48.209088,15.34401575,.00014848,53.1595,183.7443,91.0202,269.0970,0,U,63039,999,8522,.35250207E-3,.11553E-3,0
STARLINK-32832,2025-034M,2026-08-27T00:27:02.850336,15.31712947,.00017299,53.1570,185.6366,135.0477,225.0665,0,U,63040,999,8518,.51901093E-3,.15781E-3,0
STARLINK-32820,2025-034N,2026-08-27T06:00:00.999648,15.31611240,.00005028,53.1580,185.9340,103.0514,115.6229,0,U,63041,999,586,.27654629E-2,.86207E-3,0
STARLINK-32795,2025-034P,2026-08-27T02:55:06.816288,15.34391780,.00012079,53.1583,183.4405,83.3760,276.7380,0,U,63042,999,8522,.79920973E-3,.26716E-3,0
STARLINK-32827,2025-034Q,2026-08-27T04:01:52.447296,15.34395919,.00009526,53.1576,195.8048,107.2240,252.8867,0,U,63043,999,8505,.80785231E-3,.27013E-3,0
STARLINK-32735,2025-034R,2026-08-27T03:34:36.402816,15.34391065,.00013263,53.1585,195.6895,82.5695,277.5458,0,U,63044,999,8505,.85940692E-3,.28763E-3,0
STARLINK-32828,2025-034S,2026-08-27T03:59:32.696160,15.34400522,.00013512,53.1569,197.2104,108.6504,251.4645,0,U,63045,999,8503,.12618391E-2,.425E-3,0
STARLINK-32738,2025-034T,2026-08-27T02:09:47.627712,15.34407750,.00014601,53.1576,183.9533,110.8005,249.3154,0,U,63046,999,8521,.66274286E-3,.22087E-3,0
STARLINK-32590,2025-034U,2026-08-27T03:02:07.216224,15.31713091,.00014499,53.1599,186.3083,120.4391,239.6754,0,U,63047,999,8517,.69452647E-3,.21257E-3,0
STARLINK-32790,2025-034V,2026-08-27T03:58:44.344128,15.34406512,.00011147,53.1588,183.7146,106.6032,253.5093,0,U,63048,999,8522,.93483073E-3,.31347E-3,0
STARLINK-32829,2025-034W,2026-08-27T03:58:50.675520,15.34396263,.00012163,53.1574,195.7911,88.9170,271.1972,0,U,63049,999,8505,.63913592E-3,.21277E-3,0
STARLINK-32816,2025-034X,2026-08-27T03:55:48.082080,15.34383388,.00012794,53.1575,195.7727,82.1932,277.9216,0,U,63050,999,8505,.12541764E-3,.3861E-4,0
STARLINK-32835,2025-034Y,2026-08-27T03:37:38.224704,15.34406618,.00011087,53.1584,195.7021,93.9834,266.1295,0,U,63051,999,8505,.5488347E-3,.18216E-3,0
STARLINK-11550 [DTC],2025-035A,2026-08-26T21:42:10.266336,15.70860666,.0001484,42.9998,69.1296,265.3779,94.6919,0,U,63052,999,8799,.13845E-2,.181287E-2,0
STARLINK-11563 [DTC],2025-035B,2026-08-26T14:12:00.694080,15.70977484,.0002527,43.0004,71.0882,258.6381,101.4203,0,U,63053,999,8783,.19617E-2,.26083E-2,0
STARLINK-11347 [DTC],2025-035C,2026-08-26T22:35:41.043264,15.70973933,.0002778,42.9988,69.4260,247.4043,112.6530,0,U,63054,999,8799,.12325E-2,.161728E-2,0
STARLINK-11558 [DTC],2025-035D,2026-08-27T06:00:00.999648,15.70913265,.00019044,43.0004,66.8208,262.3292,345.3763,0,U,63055,999,593,-.11374342E-2,-.144347E-2,0
STARLINK-11392 [DTC],2025-035E,2026-08-26T14:42:35.951904,15.70831494,.0003467,43.0001,71.2582,304.0625,55.9913,0,U,63056,999,8794,.11371E-2,.148055E-2,0
STARLINK-11406 [DTC],2025-035F,2026-08-26T14:19:40.272960,15.70953529,.0002268,42.9993,71.1283,262.4354,97.6256,0,U,63057,999,8782,.12042E-2,.157788E-2,0
STARLINK-11418 [DTC],2025-035G,2026-08-27T06:00:00.999648,15.70908763,.00019416,43.0006,67.6410,268.6183,8.4022,0,U,63058,999,598,-.10066555E-2,-.128027E-2,0
STARLINK-11509 [DTC],2025-035H,2026-08-26T22:28:03.904320,15.70971694,.0002355,42.9989,69.3810,53.9382,306.1703,0,U,63059,999,8787,.12014E-2,.157542E-2,0
STARLINK-11403 [DTC],2025-035J,2026-08-26T22:12:45.171648,15.70887284,.0001695,43.0004,69.2963,287.0878,72.9804,0,U,63060,999,8799,.15656E-2,.2059E-2,0
STARLINK-11409 [DTC],2025-035K,2026-08-26T14:43:54.378048,15.70828984,.0001609,43.0004,71.2601,253.0192,107.0500,0,U,63061,999,8794,.13473E-2,.176061E-2,0
STARLINK-11412 [DTC],2025-035L,2026-08-26T14:27:18.247392,15.70846405,.0002993,43.0000,71.1684,282.3468,77.7064,0,U,63062,999,8794,.10593E-2,.137799E-2,0
STARLINK-11399 [DTC],2025-035M,2026-08-26T13:56:44.301120,15.70874399,.0003845,42.9999,70.9960,242.6834,117.3642,0,U,63063,999,8794,.12282E-2,.160498E-2,0
STARLINK-11408 [DTC],2025-035N,2026-08-26T21:26:52.702656,15.70848542,.0001993,42.9999,69.0366,289.0051,71.0601,0,U,63064,999,8799,.11198E-2,.145844E-2,0
STARLINK-33635,2025-035P,2026-08-25T03:33:52.166880,15.27584736,.00030187,43.0017,275.6870,230.0153,130.0434,0,U,63065,999,8549,.41850889E-3,.11274E-3,0
STARLINK-33622,2025-035Q,2026-08-26T08:56:56.251392,15.27592558,.00008845,42.9977,268.5278,126.7371,233.3562,0,U,63066,999,8568,.55768823E-3,.15122E-3,0
STARLINK-33628,2025-035R,2026-08-27T01:30:18.818784,15.27600439,.00027531,42.9998,265.1118,59.5302,300.5821,0,U,63067,999,8578,.49025538E-3,.13262E-3,0
STARLINK-33627,2025-035S,2026-08-26T11:11:48.172128,15.27598823,.00014971,43.0029,268.3762,286.5281,73.5406,0,U,63068,999,8568,.51201407E-3,.13862E-3,0
STARLINK-33620,2025-035T,2026-08-26T11:06:15.202944,15.27599147,.0001318,43.0051,268.3457,297.6604,62.4114,0,U,63069,999,8568,.72712477E-3,.19812E-3,0
STARLINK-33604,2025-035U,2026-08-26T11:43:15.625920,15.27597078,.00020288,43.0019,268.5524,292.2443,67.8193,0,U,63070,999,8568,.51515946E-3,.13948E-3,0
STARLINK-33624,2025-035V,2026-08-25T03:45:55.614816,15.33374920,.00048239,42.9979,270.5513,48.7382,311.3887,0,U,63071,999,8544,.14668001E-2,.48371E-3,0
STARLINK-33623,2025-035W,2026-08-25T08:53:20.789664,15.27589423,.00009991,43.0006,274.7716,258.0691,102.0049,0,U,63072,999,8552,.4584061E-3,.12377E-3,0
STARLINK-33586,2025-035X,2026-08-25T03:20:27.670560,15.27581781,.00023548,43.0044,268.6818,286.3685,73.6908,0,U,63073,999,8557,.20595055E-3,.5409E-4,0
STARLINK-33605,2025-035Y,2026-08-26T09:06:10.617120,15.27578001,.00019463,43.0000,268.5751,279.1399,80.9232,0,U,63074,999,8567,.21866686E-3,.5759E-4,0
ZHONGXING-10R,2025-036A,2026-08-27T02:47:38.644800,1.00272055,.00048471,0.0689,254.4779,275.8266,317.4982,0,U,63075,999,567,0,-.354E-5,0
STARLINK-32839,2025-037A,2026-08-27T05:17:14.505792,14.96538266,.00072415,70.0000,284.5821,15.9783,344.1602,0,U,63077,999,8413,-.51624442E-1,-.550944E-2,0
STARLINK-32821,2025-037B,2026-08-27T05:16:16.149504,14.98330291,.00039815,70.0007,284.5765,268.2437,91.8266,0,U,63078,999,8412,.3844614E-3,.4497E-4,0
STARLINK-32817,2025-037C,2026-08-27T06:10:18.404544,14.98331968,.0003669,70.0003,284.2998,272.9615,87.1124,0,U,63079,999,8414,-.13080215E-3,-.1654E-4,0
STARLINK-32906,2025-037D,2026-08-26T13:39:11.542176,14.98337899,.0003557,70.0010,286.3123,270.2642,89.8109,0,U,63080,999,8404,.23968E-3,.2769E-4,0
STARLINK-32895,2025-037E,2026-08-27T05:34:17.082624,14.98336092,.00039072,70.0009,284.6210,265.4733,94.5980,0,U,63081,999,8400,.23572628E-3,.2721E-4,0
STARLINK-32933,2025-037F,2026-08-27T06:34:20.239968,14.98755853,.00035945,69.9990,284.3568,269.0601,91.0146,0,U,63082,999,8409,.10616018E-1,.130393E-2,0
STARLINK-32932,2025-037G,2026-08-27T06:00:00.999648,15.02550808,.00020427,70.0007,284.4563,287.7615,286.3237,0,U,63083,999,577,-.7503001E-3,-.10079E-3,0
STARLINK-32908,2025-037H,2026-08-27T06:28:20.753760,14.98339365,.00039482,70.0006,284.3463,267.9557,92.1150,0,U,63084,999,8401,.34887624E-3,.4073E-4,0
STARLINK-32505,2025-037J,2026-08-27T05:34:31.558944,14.98338174,.00035987,70.0006,284.6152,265.2846,94.7902,0,U,63085,999,8409,.2246933E-3,.259E-4,0
STARLINK-32914,2025-037K,2026-08-27T06:34:21.298368,14.98337464,.00039199,70.0004,284.3584,267.4953,92.5757,0,U,63086,999,8415,.26767272E-3,.3103E-4,0
STARLINK-32918,2025-037L,2026-08-27T05:21:08.975520,14.99515556,.00033129,70.0004,284.5865,263.7528,96.3255,0,U,63087,999,8423,.20265917E-1,.258679E-2,0
STARLINK-32912,2025-037M,2026-08-27T05:52:31.184832,14.98336660,.00038901,70.0010,284.2635,266.7864,93.2850,0,U,63088,999,8425,.27661857E-3,.321E-4,0
STARLINK-32910,2025-037N,2026-08-27T06:40:36.269184,14.98338154,.00038971,70.0010,284.3743,267.5619,92.5094,0,U,63089,999,8415,.27730371E-3,.3218E-4,0
STARLINK-32903,2025-037P,2026-08-27T05:46:16.243392,14.98337409,.00037738,70.0008,284.2505,268.9947,91.0780,0,U,63090,999,8401,.27620536E-3,.3205E-4,0
STARLINK-32925,2025-037Q,2026-08-27T05:52:16.876992,14.98336198,.00044063,70.0026,284.2650,277.0734,82.9924,0,U,63091,999,8409,-.95346065E-4,-.1231E-4,0
STARLINK-32924,2025-037R,2026-08-27T06:04:17.817600,14.98328364,.0003981,70.0002,284.2893,266.4908,93.5796,0,U,63092,999,8415,.6306953E-4,.659E-5,0
STARLINK-32900,2025-037S,2026-08-27T06:22:20.087328,14.98338562,.00040979,70.0005,284.3333,267.5557,92.5132,0,U,63093,999,8401,.31797017E-3,.3704E-4,0
STARLINK-32927,2025-037T,2026-08-25T10:12:40.080960,14.98342534,.00041002,70.0002,289.1521,262.0986,97.9708,0,U,63094,999,8382,.33523278E-3,.3911E-4,0
STARLINK-32907,2025-037U,2026-08-27T06:46:22.779840,14.98338954,.00035659,70.0006,284.3889,268.8603,91.2148,0,U,63095,999,8410,.3100722E-3,.361E-4,0
STARLINK-32911,2025-037V,2026-08-27T05:39:17.062560,14.99641922,.00028106,69.9999,284.6270,233.2701,126.8201,0,U,63096,999,8413,.2827969E-1,.36795E-2,0
STARLINK-32923,2025-037W,2026-08-27T05:58:18.263136,14.98347713,.00042469,70.0006,284.2754,267.4601,92.6071,0,U,63097,999,8415,.36850832E-3,.4309E-4,0
STARLINK-32913,2025-037X,2026-08-27T06:16:19.322400,14.98338905,.00040253,70.0005,284.3108,266.1132,93.9567,0,U,63098,999,8416,.37522013E-3,.4388E-4,0
STARLINK-11629 [DTC],2025-039A,2026-08-26T13:20:19.457664,15.70965221,.0004899,43.0014,292.7160,261.2207,98.8105,0,U,63104,999,8633,.11204E-2,.146724E-2,0
STARLINK-11624 [DTC],2025-039B,2026-08-26T12:51:15.718176,15.70835422,.00009027,42.9992,293.4465,293.2874,66.7899,0,U,63105,999,8632,.84162419E-3,.108946E-2,0
STARLINK-11584 [DTC],2025-039C,2026-08-26T12:49:56.161920,15.70971154,.00035909,42.9996,293.4379,255.0921,104.9550,0,U,63106,999,8632,.12506936E-2,.164175E-2,0
STARLINK-11627 [DTC],2025-039D,2026-08-26T13:35:38.294016,15.70867053,.0001235,42.9993,292.7993,266.0650,94.0077,0,U,63107,999,8633,.11106E-2,.144723E-2,0
STARLINK-11632 [DTC],2025-039E,2026-08-27T03:42:36.530208,15.70876003,.00021606,43.0001,289.4824,309.2326,50.8349,0,U,63108,999,8642,.11590123E-2,.151238E-2,0
STARLINK-11625 [DTC],2025-039F,2026-08-27T03:50:14.933184,15.70872094,.00012756,42.9991,289.5190,278.7123,81.3600,0,U,63109,999,8642,.1105829E-2,.144124E-2,0
STARLINK-11601 [DTC],2025-039G,2026-08-26T12:11:42.902016,15.70961260,.00020199,42.9998,293.2233,245.8166,114.2490,0,U,63110,999,8632,.11459699E-2,.150045E-2,0
STARLINK-11630 [DTC],2025-039H,2026-08-26T12:42:18.182304,15.70993543,.00015886,42.9992,293.3930,283.3393,76.7298,0,U,63111,999,8632,.10744675E-2,.140684E-2,0
STARLINK-11590 [DTC],2025-039J,2026-08-27T04:13:10.988832,15.70877676,.00015198,42.9993,289.6459,284.1996,75.8703,0,U,63112,999,8642,.11518432E-2,.150288E-2,0
STARLINK-11598 [DTC],2025-039K,2026-08-26T12:19:23.211840,15.71069368,.00019511,42.9996,293.2652,315.3074,44.7636,0,U,63113,999,8632,.16314563E-2,.216513E-2,0
STARLINK-11600 [DTC],2025-039L,2026-08-27T04:43:34.934304,15.70843086,.0001137,42.9991,288.9187,257.0514,103.0226,0,U,63114,999,8643,.1214473E-2,.158409E-2,0
STARLINK-11597 [DTC],2025-039M,2026-08-27T04:28:17.441472,15.70872754,.00016761,42.9999,288.8335,278.0653,82.0024,0,U,63115,999,8643,.11583406E-2,.151123E-2,0
STARLINK-11591 [DTC],2025-039N,2026-08-25T12:40:05.400192,15.70825141,.0001442,42.9998,298.7539,280.5591,79.5114,0,U,63116,999,8617,.46637E-3,.59787E-3,0
STARLINK-32955,2025-039P,2026-08-27T06:00:00.999648,15.91493818,.00265391,42.9798,76.2821,281.9826,224.9163,0,U,63117,999,601,.76635636E-3,.263304E-2,.33831376E-4
STARLINK-32945,2025-039Q,2026-08-26T09:35:57.150528,15.27588917,.00009356,43.0003,134.1834,267.2741,92.8004,0,U,63118,999,8402,.53859562E-3,.14592E-3,0
STARLINK-32941,2025-039R,2026-08-26T23:48:55.969344,15.27598141,.00022975,43.0060,119.6292,250.2152,109.8453,0,U,63119,999,8424,.59619326E-3,.16189E-3,0
STARLINK-32942,2025-039S,2026-08-26T19:10:08.641632,15.27594605,.00019154,42.9998,132.0163,288.5056,71.5588,0,U,63120,999,8408,.62286695E-3,.16925E-3,0
STARLINK-32947,2025-039T,2026-08-25T21:59:50.841888,15.27588178,.00013079,43.0035,136.5747,245.5138,114.5577,0,U,63121,999,8395,.48654872E-3,.13154E-3,0
STARLINK-32961,2025-039U,2026-08-26T17:52:38.568576,15.27590492,.00033567,42.9996,132.4745,297.1759,62.8750,0,U,63122,999,8407,.73757051E-3,.20098E-3,0
STARLINK-32948,2025-039V,2026-08-26T09:50:44.919168,15.27592964,.00015772,43.0007,134.2620,265.0417,95.0255,0,U,63123,999,8402,.488457E-3,.13209E-3,0
