OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-35656,2025-257M,2026-08-27T00:43:05.170080,15.34403917,.00012154,53.1590,147.9108,108.9691,251.1443,0,U,66391,999,4588,.62876246E-3,.20929E-3,0
STARLINK-35671,2025-257N,2026-08-26T17:14:30.001920,15.34432024,.00027577,53.1598,145.2763,45.6936,314.4292,0,U,66392,999,4579,.58752562E-3,.19547E-3,0
STARLINK-35652,2025-257P,2026-08-27T00:15:08.512416,15.34405078,.00009391,53.1582,144.2513,109.7176,250.3928,0,U,66393,999,4583,.83736764E-3,.28026E-3,0
STARLINK-35672,2025-257Q,2026-08-27T00:38:34.390752,15.34399012,.00010287,53.1580,142.2261,85.3045,274.8075,0,U,66394,999,4586,.63240054E-3,.2105E-3,0
STARLINK-35681,2025-257R,2026-08-27T01:06:31.190112,15.34409729,.00011828,53.1589,143.7641,118.2758,241.8364,0,U,66395,999,4576,.8581086E-3,.28736E-3,0
STARLINK-35669,2025-257S,2026-08-26T17:50:03.718176,15.34401048,.00016079,53.1590,143.2992,78.6441,281.4742,0,U,66396,999,4582,.97665345E-3,.32767E-3,0
STARLINK-35510,2025-257T,2026-08-27T00:54:24.158304,15.34404081,.00010681,53.1585,143.7108,71.0647,289.0472,0,U,66397,999,4584,.71862058E-3,.23984E-3,0
STARLINK-35642,2025-257U,2026-08-27T01:11:54.364128,15.34397792,.00013276,53.1598,142.3711,83.7841,276.3313,0,U,66398,999,4586,.823687E-3,.27554E-3,0
STARLINK-35657,2025-257V,2026-08-27T01:02:48.686784,15.34399607,.00012701,53.1593,142.3311,107.2311,252.8830,0,U,66399,999,4585,.93070245E-3,.312E-3,0
STARLINK-35667,2025-257W,2026-08-27T00:44:37.997376,15.34400626,.00008208,53.1572,142.2482,68.7985,291.3106,0,U,66400,999,4586,.76595152E-3,.25592E-3,0
STARLINK-35668,2025-257X,2026-08-27T00:41:36.308544,15.34404937,.00008091,53.1574,142.2343,54.7692,305.3386,0,U,66401,999,4586,.84500986E-3,.28286E-3,0
STARLINK-35602,2025-257Z,2026-08-26T18:17:19.261536,15.34368535,.00014436,53.1577,143.4136,80.9943,279.1223,0,U,66403,999,4582,.37835495E-3,.12416E-3,0
STARLINK-35691,2025-257AA,2026-08-27T03:34:02.992800,15.34400339,.00018908,53.1585,141.5604,50.1992,309.9177,0,U,66404,999,4588,.78525354E-3,.26248E-3,0
STARLINK-35683,2025-257AB,2026-08-27T05:41:09.998592,15.34407314,.00012478,53.1562,141.4091,99.5762,260.5382,0,U,66405,999,4582,.9731637E-3,.32655E-3,0
STARLINK-34840,2025-257AC,2026-08-27T00:17:21.967584,15.34390508,.00011463,53.1587,142.1243,61.4762,298.6356,0,U,66406,999,4580,.77846841E-3,.26009E-3,0
STARLINK-35686,2025-257AD,2026-08-27T04:55:42.158784,15.34441787,.00009031,53.1594,141.2022,76.8267,283.2837,0,U,66407,999,4589,.50899248E-3,.16882E-3,0
STARLINK-35679,2025-257AE,2026-08-27T00:20:23.467200,15.34393138,.00009173,53.1584,142.1361,83.0564,277.0543,0,U,66408,999,4586,.654078E-3,.21782E-3,0
CHUTIAN-2 A,2025-256A,2026-08-27T03:56:30.799968,14.50262446,.00150243,98.2460,303.8975,112.1802,248.0988,0,U,66409,999,4218,.12617046E-3,.448E-5,0
CHUTIAN-2 B,2025-256B,2026-08-27T03:33:00.187776,14.50253922,.00150353,98.2484,304.0058,116.2217,244.0525,0,U,66410,999,4218,.1168773E-3,.412E-5,0
HULIANWANG DIGUI-96,2025-258A,2026-08-27T04:11:46.736736,13.29329639,.00004111,50.0054,41.0376,55.7853,304.3058,0,U,66412,999,3917,.3728154E-4,-.107E-5,0
HULIANWANG DIGUI-97,2025-258B,2026-08-27T03:11:34.900512,13.29329192,.00005017,50.0017,41.4014,46.5728,313.5186,0,U,66413,999,3916,.42695024E-4,-.104E-5,0
HULIANWANG DIGUI-98,2025-258C,2026-08-26T19:46:54.189120,13.29325690,.00005483,50.0051,42.5276,35.4721,324.6187,0,U,66414,999,3912,.51963107E-4,-.1E-5,0
HULIANWANG DIGUI-99,2025-258D,2026-08-26T11:45:30.041856,13.29329148,.00005247,50.0055,43.4238,52.2015,307.8905,0,U,66415,999,3907,.61866914E-4,-.95E-6,0
HULIANWANG DIGUI-100,2025-258E,2026-08-26T21:23:07.069056,13.29325790,.0000589,50.0055,42.2198,59.0749,301.0181,0,U,66416,999,3914,.52585E-4,-.1E-5,0
HULIANWANG DIGUI-101,2025-258F,2026-08-26T21:10:44.145696,13.29326900,.0000406,50.0007,42.0518,66.9568,293.1347,0,U,66417,999,3914,.50221E-4,-.101E-5,0
HULIANWANG DIGUI-102,2025-258G,2026-08-27T03:47:58.103232,13.29325489,.00004067,50.0021,40.8726,53.0040,307.0869,0,U,66418,999,3917,.26340138E-4,-.112E-5,0
HULIANWANG DIGUI-103,2025-258H,2026-08-26T18:34:18.877440,13.29328817,.00005374,50.0013,42.1593,63.3208,296.7719,0,U,66419,999,3912,.40287498E-4,-.105E-5,0
HULIANWANG DIGUI-104,2025-258J,2026-08-27T03:23:38.738976,13.29328514,.00004357,50.0031,40.8129,48.3408,311.7502,0,U,66420,999,3916,.27311503E-4,-.111E-5,0
STARLINK-35617,2025-259A,2026-08-26T18:58:14.255328,15.27594209,.00014619,42.9991,33.9183,270.0962,89.9722,0,U,66422,999,4550,.53380795E-3,.14462E-3,0
STARLINK-35618,2025-259B,2026-08-26T20:24:59.019840,15.27605798,.00014975,43.0013,33.5103,272.3208,87.7473,0,U,66423,999,4551,.8613951E-3,.23536E-3,0
STARLINK-35588,2025-259C,2026-08-26T17:12:57.211776,15.27604933,.00016083,42.9994,34.2267,270.1924,89.8743,0,U,66424,999,4549,.52750449E-3,.14293E-3,0
STARLINK-35555,2025-259D,2026-08-26T20:15:45.545760,15.27566959,.00016946,43.0000,33.4577,266.0388,94.0270,0,U,66425,999,4551,.47813427E-3,.12913E-3,0
STARLINK-35589,2025-259E,2026-08-26T18:37:52.421088,15.27583703,.00028928,43.0015,33.8027,249.9788,110.0753,0,U,66426,999,4550,.70712479E-3,.19251E-3,0
STARLINK-35611,2025-259F,2026-08-26T20:06:29.379456,15.27590938,.00012414,42.9995,33.4083,288.3984,71.6733,0,U,66427,999,4551,.73191185E-3,.1994E-3,0
STARLINK-35610,2025-259G,2026-08-26T18:26:46.681440,15.27602486,.00021529,43.0024,33.7460,271.6045,88.4561,0,U,66428,999,4550,.1029197E-2,.28188E-3,0
STARLINK-35533,2025-259H,2026-08-25T12:32:14.724960,15.27592574,.00014878,42.9990,40.7277,202.8826,157.1959,0,U,66429,999,4531,.603855E-3,.16398E-3,0
STARLINK-35470,2025-259J,2026-08-26T11:59:04.626240,15.27503319,.00012154,43.0027,35.1624,242.5130,117.5598,0,U,66430,999,4546,.57293214E-3,.155E-3,0
STARLINK-35439,2025-259K,2026-08-27T03:36:54.835488,15.27586114,.00021962,43.0067,31.4551,285.6114,74.4495,0,U,66431,999,4556,.68605823E-3,.18668E-3,0
STARLINK-35446,2025-259L,2026-08-26T19:44:16.877184,15.27591529,.00011108,43.0045,33.2895,306.6988,53.3762,0,U,66432,999,4551,.77740014E-3,.21199E-3,0
STARLINK-35457,2025-259M,2026-08-26T11:49:47.557056,15.27590680,.0002012,43.0071,35.1194,286.3602,73.7029,0,U,66433,999,4546,.49119819E-3,.13283E-3,0
STARLINK-35389,2025-259N,2026-08-27T03:29:28.983840,15.27606560,.00024845,43.0063,31.4147,277.5055,82.5514,0,U,66434,999,4556,.64504252E-3,.17545E-3,0
STARLINK-35502,2025-259P,2026-08-26T11:38:41.364672,15.27587850,.0001185,43.0042,35.0570,259.8451,100.2267,0,U,66435,999,4546,.50611065E-3,.13694E-3,0
STARLINK-35501,2025-259Q,2026-08-27T03:27:39.212640,15.27598075,.00034374,43.0062,31.4020,271.3369,88.7089,0,U,66436,999,4556,.94443899E-3,.25835E-3,0
STARLINK-35474,2025-259R,2026-08-26T18:52:40.562112,15.27603557,.00020605,43.0006,33.8803,282.7023,77.3598,0,U,66437,999,4550,.69041458E-3,.18799E-3,0
STARLINK-34681,2025-259S,2026-08-26T18:43:25.777344,15.27601758,.00014094,42.9997,33.8295,282.3274,77.7420,0,U,66438,999,4539,.10732331E-2,.29408E-3,0
STARLINK-35327,2025-259T,2026-08-27T03:18:23.861088,15.27605303,.0002767,43.0040,31.3526,267.8071,92.2464,0,U,66439,999,4556,.10958375E-2,.30041E-3,0
STARLINK-35405,2025-259U,2026-08-26T17:01:52.388832,15.27589521,.00017379,43.0033,34.1609,279.0095,81.0560,0,U,66440,999,4549,.58709036E-3,.15933E-3,0
STARLINK-35426,2025-259V,2026-08-26T19:59:04.513632,15.27588295,.00019225,43.0032,33.3616,267.1933,92.8699,0,U,66441,999,4551,.89452989E-3,.24442E-3,0
STARLINK-34724,2025-259W,2026-08-26T17:49:58.641312,15.27579418,.00020037,43.0045,34.4146,275.2239,84.8384,0,U,66442,999,4549,.57315054E-3,.15543E-3,0
STARLINK-35219,2025-259X,2026-08-26T17:44:25.641888,15.27624244,.0000256,43.0026,34.3810,196.0468,164.0376,0,U,66443,999,4538,.897303E-3,.24545E-3,0
STARLINK-35360,2025-259Y,2026-08-26T11:42:23.412672,15.27578532,.00014996,43.0038,35.0702,268.6142,91.4538,0,U,66444,999,4546,.27949612E-3,.7436E-4,0
STARLINK-34698,2025-259Z,2026-08-26T19:13:01.742304,15.27598990,.0000952,42.9972,33.9849,311.0970,48.9799,0,U,66445,999,4539,.61140276E-3,.1661E-3,0
STARLINK-34986,2025-259AA,2026-08-26T20:37:55.858656,15.27600394,.00025564,43.0033,33.5670,288.4080,71.6494,0,U,66446,999,4551,.55561811E-3,.15068E-3,0
STARLINK-34851,2025-259AB,2026-08-26T17:48:07.586208,15.27581008,.00020085,43.0016,34.3989,283.1478,76.9149,0,U,66447,999,4538,.97451911E-3,.26653E-3,0
STARLINK-35355,2025-259AC,2026-08-25T18:08:22.463520,15.27596490,.00009956,43.0000,39.9000,261.3187,98.7552,0,U,66448,999,4534,.55193127E-3,.14964E-3,0
STARLINK-34720,2025-259AD,2026-08-26T19:07:28.883712,15.27593305,.000106,43.0030,33.9527,284.4428,75.6306,0,U,66449,999,4539,.63262128E-3,.17194E-3,0
STARLINK-35334,2025-259AE,2026-08-26T19:01:57.422208,15.27643938,.0001539,43.0039,33.9276,320.3289,39.7450,0,U,66450,999,4550,.1929759E-2,.5333E-3,0
VIASAT-3 F2,2025-261A,2026-08-26T21:37:38.775072,1.00271480,.0000562,0.0335,271.4358,320.0815,349.0611,0,U,66454,999,350,0,-.235E-5,0
STARLINK-35643,2025-262A,2026-08-26T18:22:57.697248,15.27593507,.00009551,43.0004,55.9969,282.2146,77.8599,0,U,66456,999,4491,.56441194E-3,.15308E-3,0
STARLINK-35466,2025-262B,2026-08-26T21:18:19.141920,15.27612977,.0002079,43.0045,55.1900,283.3377,76.7243,0,U,66457,999,4493,.59413E-3,.16139E-3,0
STARLINK-35684,2025-262C,2026-08-26T11:57:04.688352,15.27587106,.00013668,43.0003,57.4204,219.3630,140.7123,0,U,66458,999,4487,.51916504E-3,.14055E-3,0
STARLINK-35449,2025-262D,2026-08-26T13:18:16.351488,15.27584639,.00013171,43.0021,56.9848,244.4262,115.6454,0,U,66459,999,4488,.1866397E-3,.4878E-4,0
STARLINK-35424,2025-262E,2026-08-26T20:41:18.864960,15.27589718,.00016767,43.0025,54.9951,272.3955,87.6705,0,U,66460,999,4493,.88063284E-3,.24057E-3,0
STARLINK-35132,2025-262F,2026-08-26T20:37:36.706368,15.27581062,.00018991,43.0023,54.9728,265.6329,94.4305,0,U,66461,999,4493,.52991275E-3,.14349E-3,0
STARLINK-35499,2025-262G,2026-08-26T12:33:52.687008,15.27588493,.00016543,42.9997,56.7530,267.2659,92.8003,0,U,66462,999,4488,.85454664E-3,.23334E-3,0
STARLINK-35463,2025-262H,2026-08-25T12:08:04.697952,15.27599679,.00010423,43.0010,62.8724,259.9770,100.0964,0,U,66463,999,4472,.59463708E-3,.16147E-3,0
STARLINK-35435,2025-262J,2026-08-26T20:11:42.379872,15.27589970,.00015647,43.0000,54.8341,273.7475,86.3197,0,U,66464,999,4493,.48539791E-3,.13123E-3,0
STARLINK-35448,2025-262K,2026-08-26T21:20:10.319712,15.27585201,.0002398,43.0051,55.1962,286.8193,73.2396,0,U,66465,999,4493,.68E-3,.185E-3,0
STARLINK-35388,2025-262L,2026-08-26T20:32:04.446528,15.27609700,.00016707,43.0006,54.9412,11.0230,349.0658,0,U,66466,999,4493,.11989891E-2,.32909E-3,0
STARLINK-35682,2025-262M,2026-08-26T20:10:03.906336,15.27605261,.00021236,43.0001,55.6882,263.1039,96.9571,0,U,66467,999,4492,.82645766E-3,.22568E-3,0
STARLINK-35331,2025-262N,2026-08-25T22:00:46.618272,15.27585701,.00016224,43.0017,60.7990,276.9177,83.1491,0,U,66468,999,4478,.85852461E-3,.23442E-3,0
STARLINK-35451,2025-262P,2026-08-26T21:53:15.816768,15.27590970,.0001769,42.9990,54.5026,281.8440,78.2214,0,U,66469,999,4494,.69318E-3,.18868E-3,0
STARLINK-35655,2025-262Q,2026-08-26T21:07:13.118880,15.27582368,.00019188,43.0050,55.1251,274.5216,85.5416,0,U,66470,999,4493,.48637621E-3,.13147E-3,0
STARLINK-35569,2025-262R,2026-08-26T20:45:00.422208,15.27592477,.00020296,43.0030,55.0085,258.5408,101.5216,0,U,66471,999,4493,.92289206E-3,.25231E-3,0
STARLINK-35567,2025-262S,2026-08-26T20:26:31.389216,15.27594891,.00019448,43.0003,54.9112,27.6773,332.4182,0,U,66472,999,4493,.73536557E-3,.20038E-3,0
STARLINK-35568,2025-262T,2026-08-26T21:38:40.457760,15.27590993,.0002154,43.0025,55.2889,286.4427,73.6188,0,U,66473,999,4493,.58057E-3,.15753E-3,0
STARLINK-35620,2025-262U,2026-08-26T12:48:40.612032,15.27587775,.00007687,42.9959,56.8198,195.3782,164.7046,0,U,66474,999,4488,.63621162E-3,.1729E-3,0
STARLINK-35538,2025-262V,2026-08-26T21:27:36.181728,15.27553629,.0001241,43.0011,55.2284,259.8471,100.2241,0,U,66475,999,4493,.69179E-3,.18808E-3,0
STARLINK-35372,2025-262W,2026-08-26T13:12:44.191872,15.27587485,.00004929,43.0036,56.9486,298.0483,62.0318,0,U,66476,999,4477,.88365175E-3,.24139E-3,0
STARLINK-35354,2025-262X,2026-08-26T12:44:58.671168,15.27595110,.00007463,42.9996,56.8009,203.7379,156.3439,0,U,66477,999,4488,.98803422E-3,.27039E-3,0
STARLINK-35283,2025-262Y,2026-08-26T21:23:52.060992,15.27588874,.0002591,43.0044,55.2046,263.3997,96.6560,0,U,66478,999,4493,.84465E-3,.23061E-3,0
STARLINK-35581,2025-262Z,2026-08-27T04:04:19.958016,15.27591247,.00019185,42.9991,52.9906,269.5593,90.5039,0,U,66479,999,4498,.51709301E-3,.13999E-3,0
STARLINK-35670,2025-262AA,2026-08-27T00:00:02.000160,15.27555652,.00018291,43.0038,54.4771,278.1471,8.3892,0,U,66480,999,577,.22224498E-2,.6136E-3,0
STARLINK-35698,2025-262AB,2026-08-26T21:51:24.950880,15.27590379,.000122,43.0097,54.4817,320.1401,39.9361,0,U,66481,999,4494,.52038E-3,.14089E-3,0
STARLINK-35648,2025-262AC,2026-08-25T21:10:48.520128,15.27595451,.00015389,43.0025,60.5314,263.6452,96.4225,0,U,66482,999,4462,.88449604E-3,.24169E-3,0
STARLINK-35654,2025-262AD,2026-08-26T20:28:21.876672,15.27589012,.000013,42.9951,54.9146,295.8787,64.2051,0,U,66483,999,4493,.57206695E-3,.15518E-3,0
STARLINK-35371,2025-262AE,2026-08-26T20:08:12.941088,15.27598625,.00016285,43.0003,55.6673,267.2877,92.7789,0,U,66484,999,4492,.94999272E-3,.25987E-3,0
STARLINK-34774,2025-263A,2026-08-26T15:19:28.883136,15.27590824,.00010399,42.9995,110.6423,326.3839,33.6947,0,U,66485,999,4489,.66349578E-3,.18047E-3,0
STARLINK-34844,2025-263B,2026-08-26T16:51:48.145248,15.27578815,.00017362,43.0020,110.2570,172.6708,187.4169,0,U,66486,999,4485,.60043261E-3,.16296E-3,0
STARLINK-34733,2025-263C,2026-08-26T16:48:05.939136,15.27553272,.00012168,43.0032,110.2408,263.6822,96.3891,0,U,66487,999,4490,.85558905E-3,.23337E-3,0
STARLINK-35515,2025-263D,2026-08-26T15:30:34.706592,15.27588246,.00017194,43.0031,110.6927,270.9839,89.0816,0,U,66488,999,4489,.80364121E-3,.21924E-3,0
STARLINK-35696,2025-263E,2026-08-26T23:39:51.826464,15.27604221,.00015495,42.9997,108.9418,276.0634,84.0041,0,U,66489,999,4494,.94988752E-3,.25988E-3,0
STARLINK-35693,2025-263F,2026-08-26T09:06:31.596768,15.27599498,.00013871,43.0041,112.1343,270.4141,89.6552,0,U,66490,999,4485,.32070004E-3,.8578E-4,0
STARLINK-35663,2025-263G,2026-08-26T23:52:49.543104,15.27589601,.00006394,42.9940,109.0076,329.4894,30.5920,0,U,66491,999,4494,.65362282E-3,.17773E-3,0
STARLINK-35673,2025-263H,2026-08-26T23:36:09.571968,15.27599752,.00027549,43.0007,108.9238,258.8646,101.1896,0,U,66492,999,4494,.52886228E-3,.14329E-3,0
STARLINK-35597,2025-263J,2026-08-26T16:20:32.329536,15.27585315,.00017891,42.9979,110.9566,296.0140,64.0527,0,U,66493,999,4489,.4393761E-3,.1185E-3,0
STARLINK-35689,2025-263K,2026-08-26T16:31:38.334432,15.27590572,.00011853,43.0014,111.0193,180.5205,179.5645,0,U,66494,999,4489,.72489164E-3,.19745E-3,0
STARLINK-35832,2025-263L,2026-08-26T23:30:36.420480,15.27604875,.00024297,43.0016,108.8941,252.6278,107.4308,0,U,66495,999,4494,.63903852E-3,.17378E-3,0
STARLINK-35909,2025-263M,2026-08-26T16:13:07.948416,15.27589505,.00008063,42.9974,110.9138,266.6459,93.4300,0,U,66496,999,4489,.77265123E-3,.21067E-3,0
STARLINK-35899,2025-263N,2026-08-26T16:59:10.185792,15.27580220,.00016342,43.0028,110.2876,256.5031,103.5638,0,U,66497,999,4490,.92624153E-3,.25314E-3,0
STARLINK-35907,2025-263P,2026-08-26T08:20:29.842368,15.27598202,.00017442,42.9994,112.7523,272.1999,87.8653,0,U,66498,999,4484,.63308872E-3,.1721E-3,0
STARLINK-35816,2025-263Q,2026-08-26T16:26:05.428320,15.27604480,.00015913,43.0013,110.9877,267.3220,92.7449,0,U,66499,999,4489,.98145004E-3,.26864E-3,0
STARLINK-35894,2025-263R,2026-08-26T23:37:20.517600,15.27591755,.00019106,43.0029,112.3946,257.7295,102.3343,0,U,66500,999,4490,.66198771E-3,.18006E-3,0
STARLINK-35897,2025-263S,2026-08-26T23:45:25.575840,15.27589289,.00011967,42.9968,108.9745,336.0779,24.0016,0,U,66501,999,4494,.57206111E-3,.15517E-3,0
STARLINK-35922,2025-263T,2026-08-25T16:50:02.518656,15.27613530,.00007789,42.9990,116.5004,266.3918,93.6844,0,U,66502,999,4474,.84297352E-3,.23031E-3,0
STARLINK-35917,2025-263U,2026-08-26T08:14:56.833440,15.27583992,.00025045,42.9982,112.7186,271.7832,88.2733,0,U,66503,999,4484,.55131239E-3,.14942E-3,0
STARLINK-35916,2025-263V,2026-08-26T16:10:35.761728,15.27608475,.00021387,42.9999,114.3908,154.8014,205.2943,0,U,66504,999,4485,.95943568E-3,.26257E-3,0
STARLINK-34766,2025-263W,2026-08-26T16:42:31.852800,15.27599881,.0001882,43.0051,110.2028,267.1723,92.8913,0,U,66505,999,4490,.82483194E-3,.22519E-3,0
STARLINK-34765,2025-263X,2026-08-26T23:41:43.508832,15.27598051,.00014405,43.0000,108.9474,359.6373,0.4477,0,U,66506,999,4494,.84550841E-3,.2309E-3,0
STARLINK-34767,2025-263Y,2026-08-26T16:16:50.457792,15.27586901,.00020865,42.9999,110.9370,316.9374,43.1314,0,U,66507,999,4489,.54073074E-3,.14651E-3,0
STARLINK-35608,2025-263Z,2026-08-26T23:50:58.324704,15.27588825,.00005787,42.9951,108.9973,314.5380,45.5425,0,U,66508,999,4494,.56719134E-3,.15383E-3,0
STARLINK-35598,2025-263AA,2026-08-26T16:33:30.249216,15.27570030,.00004873,42.9966,111.0173,50.3913,309.6981,0,U,66509,999,4489,.86010128E-3,.23474E-3,0
STARLINK-35600,2025-263AB,2026-08-26T16:27:56.430720,15.27581004,.00006946,42.9989,110.9917,272.6716,87.4056,0,U,66510,999,4489,.912623E-3,.24937E-3,0
STARLINK-35444,2025-263AC,2026-08-26T23:26:54.413952,15.27595515,.0001917,43.0030,108.8663,263.1113,96.9521,0,U,66511,999,4494,.71216264E-3,.19396E-3,0
STARLINK-35366,2025-263AD,2026-08-26T23:47:15.838656,15.27589515,.00019237,43.0013,108.9713,256.0455,104.0183,0,U,66512,999,4494,.82982981E-3,.2265E-3,0
STARLINK-35692,2025-263AE,2026-08-26T08:16:48.370656,15.27584727,.00005961,42.9963,112.7248,299.3412,60.7380,0,U,66513,999,4484,.5438231E-3,.14735E-3,0
SENTINEL-6B,2025-264A,2026-08-26T17:52:08.170464,12.80930482,.00078215,66.0445,348.6286,267.7431,92.2688,0,U,66514,999,3620,-.8055577E-5,-.63E-6,0
SZ-21 MODULE,2025-246C,2026-08-26T23:08:53.739168,15.82974716,.0009145,41.4695,224.4382,173.8898,186.2062,0,U,66515,999,4493,.26987E-3,.59646E-3,0
STARLINK-35924,2025-265A,2026-08-26T19:21:27.212544,15.27587358,.00011431,43.0002,36.9488,259.4517,100.6206,0,U,66516,999,4313,.46154259E-3,.12463E-3,0
STARLINK-35937,2025-265B,2026-08-26T19:01:18.995808,15.27592352,.00014127,43.0006,37.7043,294.6553,65.4152,0,U,66517,999,4312,.80841673E-3,.22059E-3,0
STARLINK-35962,2025-265C,2026-08-26T20:22:31.125504,15.27608142,.0001313,43.0022,37.2673,283.8797,76.1909,0,U,66518,999,4313,.89482364E-3,.24464E-3,0
STARLINK-35931,2025-265D,2026-08-26T19:58:27.616512,15.27593622,.00013132,43.0021,37.1362,259.3246,100.7458,0,U,66519,999,4313,.52188205E-3,.14132E-3,0
STARLINK-35952,2025-265E,2026-08-26T12:20:37.825152,15.27585001,.00014853,43.0014,39.0525,257.6311,102.4374,0,U,66520,999,4308,.34339E-3,.92E-4,0
STARLINK-35915,2025-265F,2026-08-26T12:05:49.511328,15.27589136,.00014368,42.9987,38.9710,203.1149,156.9639,0,U,66521,999,4308,.74862572E-3,.20401E-3,0
STARLINK-35946,2025-265G,2026-08-26T17:10:29.840160,15.27588387,.00022064,43.0033,37.9830,277.1920,82.8681,0,U,66522,999,4311,.58744569E-3,.15942E-3,0
STARLINK-35969,2025-265H,2026-08-27T03:34:25.721184,15.27605167,.00031412,43.0064,35.2115,266.5590,93.4902,0,U,66523,999,4318,.95931551E-3,.26252E-3,0
STARLINK-35687,2025-265J,2026-08-26T17:23:27.592224,15.27584405,.00017731,43.0002,38.0563,274.2657,85.7992,0,U,66524,999,4311,.10337818E-2,.28299E-3,0
STARLINK-35975,2025-265K,2026-08-27T03:36:16.911936,15.27607679,.00029563,43.0050,35.2273,266.9049,93.1464,0,U,66525,999,4318,.92836278E-3,.25396E-3,0
STARLINK-35932,2025-265L,2026-08-27T03:32:35.061792,15.27595889,.00028455,43.0044,35.2048,268.0672,91.9854,0,U,66526,999,4318,.82476413E-3,.22515E-3,0
STARLINK-35935,2025-265M,2026-08-26T17:01:14.651040,15.27595790,.00009137,43.0011,37.9295,235.6787,124.3979,0,U,66527,999,4311,.52005114E-3,.14083E-3,0
STARLINK-35928,2025-265N,2026-08-27T03:23:21.616224,15.27593778,.00013222,43.0005,35.1511,278.6138,81.4564,0,U,66528,999,4318,.67290833E-3,.18309E-3,0
STARLINK-35933,2025-265P,2026-08-26T18:52:03.817920,15.27585563,.00018529,43.0010,37.6545,264.9382,95.1258,0,U,66529,999,4312,.10046734E-2,.27492E-3,0
STARLINK-35961,2025-265Q,2026-08-26T20:05:51.582048,15.27601693,.00014321,43.0057,37.1777,277.3116,82.7573,0,U,66530,999,4313,.84092338E-3,.22966E-3,0
STARLINK-35960,2025-265R,2026-08-26T19:14:03.348960,15.27593620,.00017136,42.9992,36.9062,268.6431,91.4224,0,U,66531,999,4313,.67727579E-3,.1843E-3,0
STARLINK-35914,2025-265S,2026-08-26T20:07:42.612096,15.27602622,.00027731,43.0070,37.1912,299.3225,60.7349,0,U,66532,999,4313,.58490127E-3,.15879E-3,0
STARLINK-35707,2025-265T,2026-08-27T03:41:49.939872,15.27607388,.00030393,43.0069,35.2527,270.2184,89.8319,0,U,66533,999,4318,.97611595E-3,.2672E-3,0
STARLINK-35976,2025-265U,2026-08-26T17:21:36.443808,15.27594001,.00013603,43.0002,38.0384,266.5233,93.5464,0,U,66534,999,4311,.72616719E-3,.19783E-3,0
STARLINK-35514,2025-265V,2026-08-26T18:50:12.914880,15.27596186,.00012652,43.0006,37.6384,277.4946,82.5762,0,U,66535,999,4312,.82245528E-3,.2245E-3,0
STARLINK-35640,2025-265W,2026-08-27T03:54:47.870784,15.27587726,.00018595,43.0045,35.3160,270.0368,90.0271,0,U,66536,999,4318,.81999278E-3,.22376E-3,0
STARLINK-35582,2025-265X,2026-08-26T12:02:07.291392,15.27591292,.00009152,42.9993,38.9481,213.3875,146.6919,0,U,66537,999,4308,.57451701E-3,.15586E-3,0
STARLINK-35577,2025-265Y,2026-08-27T03:38:08.183040,15.27582045,.00016233,43.0012,35.2259,267.3218,92.7448,0,U,66538,999,4318,.71740526E-3,.19533E-3,0
STARLINK-35697,2025-265Z,2026-08-26T11:47:19.316256,15.27599322,.00010576,43.0036,38.8705,225.1667,134.9099,0,U,66539,999,4308,.97910614E-3,.26794E-3,0
STARLINK-35818,2025-265AA,2026-08-26T19:03:09.799488,15.27602397,.00015156,42.9976,37.7068,272.4220,87.6458,0,U,66540,999,4312,.88644079E-3,.24228E-3,0
STARLINK-35796,2025-265AB,2026-08-27T03:52:56.296416,15.27584135,.00018099,43.0052,35.3076,264.6108,95.4538,0,U,66541,999,4318,.57074734E-3,.15479E-3,0
STARLINK-35833,2025-265AC,2026-08-26T19:06:51.880320,15.27593704,.00018925,42.9986,37.7309,274.8235,85.2401,0,U,66542,999,4312,.99728653E-3,.27295E-3,0
STARLINK-35315,2025-265AD,2026-08-25T19:08:36.641184,15.27600284,.00013574,43.0028,43.1281,328.3900,31.6870,0,U,66543,999,4297,.81662398E-3,.22291E-3,0
